Date,Instrument,Open,High,Low,Close
2020-10-19,AAPL,70.70237137015133,70.98000534354867,69.07651611371868,70.32322455169427
2020-10-20,AAPL,70.02703633650796,69.58015443911643,68.88843426377473,69.40400519918175
2020-10-21,AAPL,69.55678645020059,70.0143818216569,68.30963912832478,69.33469090527221
2020-10-22,AAPL,69.36728780062262,70.72245793672492,69.35223942895918,69.4812872249865
2020-10-23,AAPL,67.67215146056132,69.00958009331076,67.41347155413015,67.94055719331986
2020-10-26,AAPL,68.52833156022015,68.91389179257018,68.13073680561081,68.86518980562447
2020-10-27,AAPL,69.31266165900539,69.32721921111586,68.19246541995174,68.90560595058344
2020-10-28,AAPL,68.41415701841923,68.86353297243264,67.79108828451749,68.77177611686167
2020-10-29,AAPL,68.13661710828855,69.69847108775042,67.7180897080293,68.49614393989171
2020-10-30,AAPL,69.43726877661801,69.95134640988762,68.80923158572914,69.88952077926473
2020-11-02,AAPL,69.85283538704078,69.95636975562586,69.11564183696252,69.73179101174009
2020-11-03,AAPL,69.22682921018267,69.96938371756178,69.08261904625137,69.58060601118919
2020-11-04,AAPL,70.05535374573833,70.67287914107303,69.50153067969973,70.22115503299494
2020-11-05,AAPL,70.79080170628885,70.72894814938678,69.09668792714858,70.22888941299766
2020-11-06,AAPL,71.33928526658597,72.07925204156054,70.24876431525809,70.93281643003822
2020-11-09,AAPL,71.06391213099704,72.2584208518499,70.10365657911552,71.01905450392479
2020-11-10,AAPL,71.63439966324094,71.98930101136648,70.74195589166527,71.08682403411612
2020-11-11,AAPL,72.44404775582213,72.9381402624311,71.10389517283619,72.17882698200563
2020-11-12,AAPL,72.72418443429585,72.78284044983128,70.69627580733221,72.131358869951
2020-11-13,AAPL,70.74182538720639,72.02758412528553,70.41001563942741,71.32576196657583
2020-11-16,AAPL,70.83952275321447,70.94073022817426,70.18909840003826,70.21146337023116
2020-11-17,AAPL,69.7913790306855,70.91366001803063,70.03158031466388,70.26994259072698
2020-11-18,AAPL,69.84163921808779,69.7866926270757,68.57641212107607,69.4279820286002
2020-11-19,AAPL,70.58058234991879,71.27528218556976,69.35095300626821,70.09419263335964
2020-11-20,AAPL,70.18492598844962,71.27848851443123,69.73644432784431,70.3486654518752
2020-11-23,AAPL,70.49272910107157,70.0943848123755,69.1419128238756,70.08212028518514
2020-11-24,AAPL,69.35205540189891,70.7455165496772,68.83590639625939,69.5154006801994
2020-11-25,AAPL,69.19880900497843,69.63839905545902,69.35725873342899,69.45980986378883
2020-11-26,AAPL,70.3083486568945,70.62091540730022,68.95724293149871,69.98808893663802
2020-11-27,AAPL,71.01240896839009,71.27213358853913,70.56743358222221,70.75681886628755
2020-11-30,AAPL,69.03362291480087,70.91070940419522,69.1940719823953,69.7085323416372
2020-12-01,AAPL,70.70636662684899,72.00596802151345,70.30977052082316,71.40721641573643
