Date,Instrument,Open,High,Low,Close
2023-01-02,AAPL,44.36286327247148,45.34742648874134,43.98870875184644,44.69337658334947
2023-01-03,AAPL,45.33795283478482,45.56561966668638,44.0992690116822,44.91603301734492
2023-01-04,AAPL,45.18988599193289,45.682209674604884,44.514085088733985,45.076304633065504
2023-01-05,AAPL,45.03181217332405,45.854716072739286,44.23187394422272,45.107795319614816
2023-01-06,AAPL,46.22477691670998,46.26499814930021,45.194678386383465,45.77588871838979
2023-01-09,AAPL,45.972966289081036,46.72480556180063,45.53005640412866,46.04617644656175
2023-01-10,AAPL,46.017697016748215,46.59469040776035,45.44004720475002,46.35744484679643
2023-01-11,AAPL,46.2606587470812,46.63660365097062,46.30919054502487,46.46913329441018
2023-01-12,AAPL,45.84552721299209,46.026875460099916,45.26513610479185,45.96744302191578
2023-01-13,AAPL,45.39297321946654,46.29710628976374,45.56148396386242,45.64174490634969
2023-01-16,AAPL,45.29440071511828,46.23325451814327,44.83788445725509,45.72387541476485
2023-01-17,AAPL,45.643744883586066,46.134019656380374,44.56701440126086,45.35271903988158
2023-01-18,AAPL,45.45539562965309,45.925252476395016,45.011748258410826,45.64822026387437
2023-01-19,AAPL,46.294889865600304,46.842137519826906,45.989962712425424,46.013855035025024
2023-01-20,AAPL,46.29353092318542,46.58843134948351,45.525803583654444,46.39361154868922
2023-01-23,AAPL,47.310998393930056,47.55762633995043,46.97425430895951,47.20230392070694
2023-01-24,AAPL,46.96813875160508,47.15297454297865,46.07105063815213,46.725876150897925
2023-01-25,AAPL,45.89870675760294,45.676802355832535,44.94436789058073,45.58991808505672
2023-01-26,AAPL,45.95426656852963,46.19504676561089,44.98025097568884,45.632056844293814
2023-01-27,AAPL,46.258040587514266,46.424871517735795,45.65948783135032,46.21850327935423
2023-01-30,AAPL,45.85341334995084,46.075504627875915,45.516567863733606,45.843989667117995
2023-01-31,AAPL,45.78529736099827,45.97735508606811,45.44493832140911,45.73433539674395
2023-02-01,AAPL,45.694277066242066,46.27708163117325,45.542683188498394,45.78005517413247
2023-02-02,AAPL,45.498660640163706,45.83036567129928,45.19935575864584,45.675594147185095
2023-02-03,AAPL,46.35775445902412,46.45235201505831,45.75545906469737,45.973062962283
