Date,Instrument,Open,High,Low,Close
2022-01-03,AAPL,55.37186302934283,56.04292885121041,55.24512401663023,55.26892202772463
2022-01-04,AAPL,55.44088128318468,55.87030819636972,54.46718676353021,54.95697107216164
2022-01-05,AAPL,54.397363847203,55.1046834302004,53.790531389483355,54.74800124922972
2022-01-06,AAPL,53.79821853328046,54.50368036104348,52.88462551220301,53.78610055819134
2022-01-07,AAPL,54.39965383876525,55.02925434504843,53.934648095998014,54.27556633929304
2022-01-10,AAPL,54.23010132643503,54.89419626948089,53.12098069973223,53.96028144611579
2022-01-11,AAPL,53.56426953946542,53.70689631422301,53.170863835680926,53.309928525025974
2022-01-12,AAPL,53.4125307479278,53.89124272784649,52.58926437782498,53.201631247473394
2022-01-13,AAPL,52.698098458594046,52.78068250056267,52.22237669289208,52.51811308899949
2022-01-14,AAPL,53.02815887052204,53.54047113606845,52.40204577948556,52.53231595630391
2022-01-17,AAPL,53.02019266628431,54.03530279327398,52.9046618789606,53.011692879679025
2022-01-18,AAPL,53.00179045530927,53.875022604216944,52.04149310868978,52.8382797897213
2022-01-19,AAPL,52.15550681990081,52.749778113700074,51.36743470021412,52.101164607897225
2022-01-20,AAPL,51.44420236102059,51.941681278062006,50.19191721520696,51.20302690832689
2022-01-21,AAPL,51.53105421063746,51.67667313784516,51.30655081430336,51.32131645904843
2022-01-24,AAPL,51.11382017344943,51.28629665042359,50.46137507958589,50.77344629419569
2022-01-25,AAPL,50.06977603372216,51.19954835800238,50.038656594364035,50.557436960891266
2022-01-26,AAPL,50.3096976129017,50.301664631997845,49.412211266444395,50.04553425406037
2022-01-27,AAPL,50.05602405781547,49.77239054566263,49.10274222976562,49.74811582635214
2022-01-28,AAPL,50.64196642836212,50.90349100272737,49.622217556845975,50.39834373600335
2022-01-31,AAPL,49.45400296895204,50.62035038921478,49.23598404439334,49.92489925295863
2022-02-01,AAPL,49.91430587846939,49.99723967010156,49.189982437915106,49.886751832094546
2022-02-02,AAPL,49.07270099563667,49.70590318186551,48.336612417093086,49.216139244751716
2022-02-03,AAPL,49.03805037956163,49.189526218664284,48.878750619362066,48.892057362403584
2022-02-04,AAPL,49.064238743438565,49.30857423489381,48.321404740024605,48.64152504494052
2022-02-07,AAPL,48.10882914834279,48.46475084471547,47.44070342745989,48.382298336117145
2022-02-08,AAPL,48.381177894954064,48.897863990917095,48.044934267842095,48.267399413122924
2022-02-09,AAPL,47.408575473568185,48.0641672809983,46.77244127808056,47.60482828950305
