Date,Instrument,Open,High,Low,Close
2024-01-01,AAPL,53.7977489883279,54.715488281969776,53.796558948920925,54.2553909004686
2024-01-02,AAPL,55.09201811400189,55.260875442100435,53.94305161583918,54.79826720619856
2024-01-03,AAPL,54.157120364581836,55.39181996586702,54.55231661569347,54.70319074062039
2024-01-04,AAPL,53.6408846058232,53.8913615428963,52.53789137796498,53.459047909128884
2024-01-05,AAPL,53.806489683260956,54.2156539872185,52.91660392419753,53.3876971965791
2024-01-08,AAPL,53.35942111549121,54.26877141161851,52.71717575693164,53.636702318791755
2024-01-09,AAPL,51.62467142907533,52.566747461453694,51.04754799939037,51.75814606869246
2024-01-10,AAPL,52.634234273568644,53.381218942612435,52.469882622639744,52.59479111618971
2024-01-11,AAPL,52.705040303521244,53.190059875560735,51.682927939999914,52.46341620777103
2024-01-12,AAPL,51.67542961110333,52.250926530658155,50.86382988519145,51.38471262260459
2024-01-15,AAPL,51.35818033503364,51.834512630117864,50.84710125033358,51.09246532018627
2024-01-16,AAPL,52.02292272962336,53.104009980006964,52.16723804810976,52.23322633369963
2024-01-17,AAPL,53.1708572701493,53.39257438515901,51.71483056412001,52.76210191240894
2024-01-18,AAPL,52.912369616216715,53.51912350192181,51.98431184900531,52.87518887414707
2024-01-19,AAPL,52.69724185124725,53.00284110093477,51.895589921947916,52.810901308854795
2024-01-22,AAPL,50.994798515361,51.552650820929735,50.57683002498109,51.376037671996684
2024-01-23,AAPL,51.645684789518484,52.05979259368926,50.955652564787265,51.35167904261999
2024-01-24,AAPL,51.99189974439021,52.322171649498245,51.31555780382112,52.00769469814762
2024-01-25,AAPL,51.793002900250386,51.859510982465906,51.16725485383034,51.454738936407544
2024-01-26,AAPL,51.47158171861761,51.99751482559167,51.432990437342056,51.832816171171935
2024-01-29,AAPL,51.308085022755286,51.625776696101724,50.5648675089841,51.33377310807463
2024-01-30,AAPL,51.80128369443127,51.95134369560798,51.323223467965065,51.73099591753919
2024-01-31,AAPL,50.405832155406515,51.29468567427674,50.778264475382024,50.87932434974116
2024-02-01,AAPL,51.21886877335654,51.979580958882224,51.046279676135725,51.12456379790256
2024-02-02,AAPL,50.4069821653061,51.07115061044312,49.90406257864504,50.263536363667406
2024-02-05,AAPL,49.365119009345484,49.96861855917128,49.12385650744049,49.28726468019862
2024-02-06,AAPL,48.558824623592265,49.534011037572384,48.96459584743676,48.99893239183707
2024-02-07,AAPL,49.21890103917211,49.55578993126181,48.3850470636035,48.816382659510445
2024-02-08,AAPL,49.33533976883461,49.608718217649454,47.95446403537342,48.89048959992147
2024-02-09,AAPL,48.40171228739386,48.50685580077862,47.47776408499423,48.30328819275914
2024-02-12,AAPL,48.24832517648553,48.12338209960546,47.721061398611965,48.01982583044266
2024-02-13,AAPL,48.285115937329856,48.582839044732005,47.348126402119725,47.98667054493989
2024-02-14,AAPL,49.081424917746084,49.5165153410004,48.13471081505055,48.685433367234374
2024-02-15,AAPL,49.32338644853976,49.638803884571765,48.95516167668727,49.37926744945916
2024-02-16,AAPL,49.47218639698391,50.021913089456454,48.74412186998701,49.452893595367826
2024-02-19,AAPL,50.806716531940204,50.522035945023845,49.4197065244519,50.3866227552564
2024-02-20,AAPL,50.501594403628246,50.71906435365955,49.65536011331824,50.34407767561103
2024-02-21,AAPL,52.17900375410676,52.274048636693145,51.28701746244563,51.77294334662406
2024-02-22,AAPL,52.70826367025601,53.40557758722689,52.56104759053558,52.70586586315405
2024-02-23,AAPL,52.72174751530821,53.32991449387783,52.413972465514206,52.422012578196814
2024-02-26,AAPL,52.18132454831022,52.552160962660345,51.18976123043466,52.01536247591449
2024-02-27,AAPL,51.49247867932181,52.43180187748105,50.955982881799066,51.860959878276105
2024-02-28,AAPL,52.53728561112674,52.820247880868386,51.6319247411827,52.58404099650052
2024-02-29,AAPL,52.0672968962248,52.87652632871977,51.71342910653209,52.06546631570755
2024-03-01,AAPL,52.08319362447137,53.06624546836988,52.22281764863089,52.462137565084106
2024-03-04,AAPL,52.61071545712867,53.34962640381377,51.823424224848395,52.66823448077815
2024-03-05,AAPL,53.94735149546589,54.320288803934794,53.2120512665428,53.5627517509136
2024-03-06,AAPL,53.28058595617736,53.16038238299856,52.51175963063241,52.925473334409226
2024-03-07,AAPL,52.72386252755114,53.49013780217929,52.051842732680306,52.70335419680847
2024-03-08,AAPL,52.68603562982711,52.84236871151663,51.27934309286609,52.179680298308135
2024-03-11,AAPL,53.18338570620417,53.38635297319664,52.1785216501335,52.93873705317296
2024-03-12,AAPL,54.61525695226741,54.89798068082564,53.82003591632159,54.35795913485642
2024-03-13,AAPL,54.442806875206145,55.47842058369199,53.951288425319454,54.83120651513499
2024-03-14,AAPL,55.162099812183975,55.51545153156932,54.3962456739788,55.45723508617724
2024-03-15,AAPL,54.671705233142674,56.06437133612073,54.64136124012205,54.99749789674549
2024-03-18,AAPL,55.57013735658507,56.51540318652736,54.976514683299534,55.89115629932891
2024-03-19,AAPL,55.68330109267515,56.181818729620666,54.74720851972993,55.28719755051668
2024-03-20,AAPL,55.70855339743798,55.90748726499941,54.289435002685146,55.308354321846274
2024-03-21,AAPL,54.70666836753584,55.2563242713656,54.1042105621634,54.856321412517325
2024-03-22,AAPL,54.306874491931296,55.102456048043386,53.82853055290939,54.653259846796985
2024-03-25,AAPL,54.987170186849774,55.3442513360777,53.98740740611191,55.044573419945245
2024-03-26,AAPL,56.07732714314178,56.18099788121658,55.17383320632896,56.01797827270826
2024-03-27,AAPL,55.33297202550671,55.64060859415205,54.37807250822377,55.235867179620044
2024-03-28,AAPL,54.96139398945892,55.02941365655688,53.89960028590333,54.70365181023419
2024-03-29,AAPL,54.53188478482954,54.935695963637784,54.27379859851435,54.87061639953803
2024-04-01,AAPL,54.51011282479934,55.67539036538396,54.1160647172078,54.833473491650736
2024-04-02,AAPL,55.30170601905771,55.70415505473596,54.2226393887672,55.05935210233229
2024-04-03,AAPL,55.086112403015036,54.88556881334072,53.885386845640966,54.57578981082594
2024-04-04,AAPL,54.44181171264714,54.67950213968015,53.79905902222365,54.19926734749204
2024-04-05,AAPL,53.6774346215392,54.11931142036217,52.96902439834477,53.513712764156715
2024-04-08,AAPL,53.95817764322562,54.709076994751,53.81891737776845,53.824810418623684
